row ID,id,time,atoms,cores,timesteps,outfreq,task,utime,Prediction (utime)
182,4946.0,0.04777070063694268,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19139728605494188,0.19079285792306774
183,4947.0,0.050955414012738856,1.0,0.0,1.0,0.0,sassena_ID0000005,0.1914197418651154,0.1908221547461179
184,4948.0,0.054140127388535034,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19133526524589112,0.1908502451484541
185,4949.0,0.05732484076433121,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19135772105606466,0.19087697933593023
186,4950.0,0.06050955414012739,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19139300875776594,0.1909022325859407
187,4951.0,0.06369426751592357,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19330602991969373,0.19092590532729742
188,4952.0,0.06687898089171974,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19130853213854163,0.19094792251276377
189,4953.0,0.07006369426751592,1.0,0.0,1.0,0.0,sassena_ID0000005,0.1914058406492937,0.19096823225193318
190,4954.0,0.0732484076433121,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19138231551482618,0.19098680388025735
191,4955.0,0.07643312101910829,1.0,0.0,1.0,0.0,sassena_ID0000005,0.1913363345701851,0.19100362569513846
192,4956.0,0.07961783439490447,1.0,0.0,1.0,0.0,sassena_ID0000005,0.1913459584888309,0.1910187025691328
193,4957.0,0.08280254777070065,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19161970550808943,0.19103205360036588
194,4958.0,0.08598726114649682,1.0,0.0,1.0,0.0,sassena_ID0000005,0.1914058406492937,0.1910437099064753
195,4959.0,0.089171974522293,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19151277307869158,0.19105371262226392
196,4960.0,0.09235668789808918,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19135023578600682,0.19106211112639615
197,4961.0,0.09554140127388536,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19134168119165498,0.19106896149860755
198,4962.0,0.09872611464968153,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19131387876001152,0.19107432519410927
199,4963.0,0.10191082802547771,1.0,0.0,1.0,0.0,sassena_ID0000005,0.1915715859148604,0.19107826791385785
200,4964.0,0.10509554140127389,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19136092902894658,0.1910808586460486
201,4965.0,0.10828025477707007,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19131815605718747,0.1910821688538888
202,4966.0,0.11146496815286625,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19140263267641178,0.19108227178619927
